planet,planet_mass_mjup,planet_radius_rjup,planet_temperature_K,star_name,star_distance_AU,star_mass_msun,star_radius_rsun,star_age_Gy,star_teff_K
SPECULOOS-3 b,,0.08716,553,SPECULOOS-3,0.00733,0.1,0.123,6.6,2800
SR 12 (AB) c,13,,,SR 12 (AB),1083,,,0.001,
SRGeJ0411 b,40,1.1,2200,SRGeJ0411,,0.84,0.01,,13790
SRGeJ0453 b,44,0.78,,SRGeJ0453,,0.85,,,16570
SSSJ0522-3505 b,42,1.05,,SSSJ0522-3505,0.0028,0.76,0.0112,,
SWEEPS-04 b,3.8,0.81,,SWEEPS-04,0.055,1.24,1.18,,
SWEEPS-11 b,9.7,1.13,,SWEEPS-11,0.03,1.1,1.45,,
SW Sex b,14,,,SW Sex,,,,,
TAP 26 b,1.73,,,TAP 26,0.0975,1.04,1.36,0.017,
tau1 Gru b,1.26,,,tau1 Gru,2.56,1.3,2,5.27,5767
tau Boo A b,5.84,1.06,,tau Bo&ouml; A,0.046,1.3,1.331,2.52,6309
tau Cet e,0.0124,,,tau Cet,0.538,0.783,0.793,5.8,5344
tau Cet f,0.0124,,,tau Cet,1.334,0.783,0.793,5.8,5344
tau Cet g,0.00551,,,tau Cet,0.133,0.783,0.793,5.8,5344
tau Cet h,0.00576,,,tau Cet,0.243,0.783,0.793,5.8,5344
tau Gem b,20.6,,,tau Gem,1.17,2.3,26.8,1.22,4388
TCP J050742+244755 b,0.06,,,TCP J050742+244755,0.775,0.495,,,
Teegarden's b,0.00365,,277,Teegarden's,0.0259,0.089,0.107,8,
Teegarden's c,0.0033,,277,Teegarden's,0.0455,0.089,0.107,8,
Teegarden's d,0.00258,,159,Teegarden's,0.0791,0.089,0.107,8,
Teide 1,54,,2584,,,,,,
TIC 12999193 b,,0.8725,,TIC 12999193,0.0154,0.222,0.251,,3478
TIC 139270665 b,0.463,0.645,700,TIC 139270665,0.163,1.035,1.02,3.4,5844
TIC 139270665 c,4.89,,200,TIC 139270665,2,1.035,1.02,3.4,5844
TIC-165227846 b,,1.14,,TIC-165227846,,,,,
TIC 172900988 (AB) b,2.84,0.9876,,TIC 172900988 (AB),0.867,2.4398,,3.1,6030
TIC 231080232 b,,0.1989,,TIC 231080232,0.086,0.5439,0.5485,,3812
TIC 231949697 b,,0.1258,,TIC 231949697,0.0145,0.49,0.4925,,3701
TIC 251090642 b,,0.9296,,TIC 251090642,0.116,0.517,0.52,,3560
TIC 262605715 b,,0.6111,,TIC 262605715,0.018,0.5771,0.5867,,3618
TIC 268727719 b,,0.6486,,TIC 268727719,0.012,0.582,0.593,,3718
TIC 290048573 b,,0.2552,,TIC 290048573,0.0174,0.318,0.336,,3518
TIC 303682623 b,,0.8413,,TIC 303682623,0.0125,0.5583,0.5647,,3469
TIC 311276853 b,,0.4202,,TIC 311276853,0.043,0.396,0.4037,,3583
TIC 365102760 b,0.0604,0.554,,TIC 365102760,0.0622,1.21,3.23,7.2,4694
TIC 4672985,12.74,1.026,517,TIC 4672985,0.33,,,,
TOI-1052 b,0.0532,0.256,1135,TOI-1052,0.09103,1.204,1.264,2.3,6146
TOI-1052 c,34.3,,719,TOI-1052,0.2263,1.204,1.264,2.3,6146
TOI-1062 b,0.032,0.20198,1077,TOI-1062,0.052,0.94,0.84,2.5,5328
TOI-1062 c,9.35,,859,TOI-1062,,0.94,0.84,2.5,5328
TOI-1064 b,0.0425,0.2308,784,TOI-1064,0.06152,0.748,0.726,,4734
TOI-1064 c,0.0079,0.23651,634,TOI-1064,0.09429,0.748,0.726,,4734
TOI-1075 b,0.03131,0.15978,1336,TOI-1075,0.0118,0.6,0.58,,3921
TOI-1097 b,,0.25765,,TOI-1097,,1.08,1,0.027,5881
TOI-1097 c,,0.2311,,TOI-1097,,1.08,1,0.027,5881
TOI-1098 b,,0.285,,TOI-1098,0.113,1.21,1.19,0.25,6200
TOI-1107 b,3.35,1.3,1728,TOI-1107,0.0561,1.35,1.81,2.6,6311
TOI-1130 b,0.06066,0.3176,632,TOI-1130,0.04457,0.684,0.687,8.2,4250
TOI-1130 c,1.02474,1.1883,498,TOI-1130,0.07191,0.684,0.687,8.2,4250
TOI-1135 b,0.06428,0.8,1050,TOI-1135,0.082,1.125,1.16,,6122
TOI-1136 b,0.011,0.17,1216,TOI-1136,0.05106,1.022,0.968,0.7,5770
TOI-1136 c,0.01988,0.25685,1062,TOI-1136,0.0669,1.022,0.968,0.7,5770
TOI-1136 d,0.02627,0.4128,843,TOI-1136,0.1062,1.022,0.968,0.7,5770
TOI-1136 e,0.0191,0.23544,736,TOI-1136,0.139,1.022,0.968,0.7,5770
TOI-1136 f,0.02586,0.3462,658,TOI-1136,0.174,1.022,0.968,0.7,5770
TOI-1136 g,0.038,0.2257,574,TOI-1136,0.229,1.022,0.968,0.7,5770
TOI-1173 A b,0.0821,0.723,864,TOI-1173 A,0.07,0.91,0.93,8.7,5350
TOI-1174 b,0.101,0.2105,723,TOI-1174,0.08,0.85,0.76,,5077
TOI-1180 b,0.031,,,TOI-1180,0.082,0.75,0.727,,4700
TOI-1181 b,1.18,1.3,,TOI-1181,,1.38,1.9,2.59,6260
TOI-1184 b,0.0214,0.215,,TOI-1184,0.056,0.71,0.69,,4534
TOI-1194 b,0.456,0.767,1391,TOI-1194,0.0343,1,0.963,,5340
TOI-1199 b,0.239,0.938,1486,TOI-1199,0.04988,1.23,1.45,4.2,5710
TOI-1201 b,0.01976,0.21545,703,TOI-1201,0.0287,0.512,0.508,,3476
TOI-1221 b,3.5,0.2596,400,TOI-1221,0.39,1.03,0.993,,5700
TOI-1224 b,,0.187,541,TOI-1224,0.0355,0.4,0.404,0.21,3326
TOI-1224 c,,0.2569,,TOI-1224,,0.4,0.404,0.21,3326
TOI-1227 b,,0.854,,TOI-1227,0.0886,0.17,0.56,0.011,3072
TOI-122 b,0.0277,0.2427,431,TOI-122,0.0392,0.312,0.334,,3403
TOI-1231 b,0.0485,0.3256,330,TOI-1231,0.1288,0.485,0.476,,3562
TOI-1235 b,0.0186,0.15113,775,TOI-1235,0.03826,0.63,0.619,0.8,3997
TOI-1238 b,0.01183,0.1079,1130,TOI-1238,0.0139,0.59,0.58,0.8,4089
TOI-1238 c,0.02618,0.1882,700,TOI-1238,0.037,0.59,0.58,0.8,4089
TOI-1244 b,0.0208,0.2025,,TOI-1244,0.061,0.73,0.72,,4600
TOI-1246 b,0.0255,0.2685,,TOI-1246,0.049,0.87,0.86,,5141
TOI-1246 c,0.0277,0.2239,,TOI-1246,0.061,0.87,0.86,,5141
TOI-1246 d,0.0167,0.3131,,TOI-1246,0.131,0.87,0.86,,5141
TOI-1246 e,0.0466,0.3372,,TOI-1246,0.211,0.87,0.86,,5141
TOI-1247 b,0.0179,0.2239,815,TOI-1247,,1.02,1.076,,5712
TOI-1248 b,0.0862,0.607,,TOI-1248,0.051,0.89,0.87,,5227
TOI-1249 b,0.0374,0.2899,,TOI-1249,0.109,0.95,1,,5453
TOI-1259A b,0.441,1.022,963,TOI-1259A,0.0407,0.68,0.739,,4775
TOI-125 b,0.0299,0.2432,1037,TOI-125,0.05186,0.859,0.848,6.8,5320
TOI-125 c,0.02086,0.24614,827.8,TOI-125,0.0814,0.859,0.848,6.8,5320
TOI-125 d,0.0428,0.2614,638.1,TOI-125,0.137,0.859,0.848,6.8,5320
TOI-1260 b,0.02693,0.215,871,TOI-1260,0.0367,0.66,0.65,,4227
TOI-1260 c,0.0415,0.2462,651,TOI-1260,0.0657,0.66,0.65,,4227
TOI-1260 d,0.03725,0.2783,499,TOI-1260,0.1116,0.66,0.65,,4227
TOI-1266 b,0.01331,0.2337,413,TOI-1266,0.0728,0.45,0.42,7.9,3600
TOI-1266 c,0.00906,0.19,344,TOI-1266,0.1047,0.45,0.42,7.9,3600
TOI-1268 b,0.29,0.82,919,TOI-1268,0.072,0.96,0.92,0.29,5200
TOI-1269 b,0.0201,0.2025,,TOI-1269,0.05,,,,5517
TOI-1272 b,0.0774,0.3693,961,TOI-1272,0.0412,,,,
TOI-1272 c,0.084,,697,TOI-1272,0.0783,,,,
TOI-1273 b,0.222,0.99,1211,TOI-1273,0.0549,1.06,1.06,3.1,5690
TOI-1278 b,18.5,1.09,,TOI-1278,0.095,0.55,0.573,,3799
TOI-1279 b,0.0334,0.2373,,TOI-1279,0.0847,0.96,0.84,,5477
